"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
48125-00057,문화공원7,문화공원,,경상남도 창원시 마산합포구 우산동 300-3,35.1568003590,128.550208,7208.2,,,,,,2013-05-06,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00058,공원77,근린공원,,경상남도 창원시 마산합포구 월남동1가 46-4,35.185835,128.564447,22169,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00059,소공원51,소공원,,경상남도 창원시 마산합포구 월남동1가 46-4,35.185835,128.564447,4530,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00060,소공원52,소공원,,경상남도 창원시 마산합포구 월남동1가 46-4,35.185835,128.564447,1533,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00061,소공원53,소공원,,경상남도 창원시 마산합포구 월남동1가 46-4,35.185835,128.564447,7937,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00062,소공원54,소공원,,경상남도 창원시 마산합포구 가포동 644,35.169999,128.574068,2360.7,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00063,소공원55,소공원,,경상남도 창원시 마산합포구 가포동 657,35.165654,128.574168,6694.5,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00064,소공원56,소공원,,경상남도 창원시 마산합포구 가포동 646,35.170465,128.574508,2148.6,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00065,수변공원3,수변공원,,경상남도 창원시 마산합포구 월남동1가 46-4,35.185835,128.564447,28665,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00066,수변공원4,수변공원,,경상남도 창원시 마산합포구 월남동1가 46-4,35.185835,128.564447,43933,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00067,수변공원5,수변공원,,경상남도 창원시 마산합포구 월남동1가 46-4,35.185835,128.564447,45828,,,,,,2013-11-29,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00068,어린이공원225,어린이공원,,경상남도 창원시 마산합포구 가포동 344-3,35.157578,128.576517,1500,,,,,,2015-08-18,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00069,가포2공원,근린공원,경상남도 창원시 마산합포구 가포해안길 59,경상남도 창원시 마산합포구 가포동 산 1-5,35.169498,128.573391,99500,,,,,,2016-06-15,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00070,공원10,문화공원,,경상남도 창원시 마산합포구 구산면 석곡리 772-1,35.109742,128.541294,43030,,,,,,2017-08-24,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00071,소공원98,소공원,,경상남도 창원시 마산합포구 가포동 787,35.154875,128.584361,8096.3,,,,,,2018-01-03,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00072,소공원99,소공원,,경상남도 창원시 마산합포구 가포동 792-3,35.157618,128.583502,391.8,,,,,,2018-01-03,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00073,어린이공원237,어린이공원,경상남도 창원시 마산합포구 허당로 5-1,경상남도 창원시 마산합포구 상남동 182-2,35.2117202242,128.576678,1590,,,,,,2021-02-15,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00074,어린이공원238,어린이공원,경상남도 창원시 마산합포구 합포북5길 5-9,경상남도 창원시 마산합포구 산호동 509-54,35.211197,128.5795202065,2500,,,,,,2021-02-15,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00075,소공원119,소공원,경상남도 창원시 마산합포구 합포북14길 2-4,경상남도 창원시 마산합포구 산호동 556-17,35.212892,128.582106,4415,,,,,,2021-02-15,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00076,소공원120,소공원,경상남도 창원시 마산합포구 합포서1길 3-3,경상남도 창원시 마산합포구 상남동 190-173,35.209812,128.579188,4945,,,,,,2021-02-15,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00077,독립운동기념공원,역사공원,,경상남도 창원시 마산합포구 진전면 임곡리 197,35.107634,128.431717,17454,,,,,,2021-11-11,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48125-00078,문화공원13,문화공원,,경상남도 창원시 마산합포구 서성동 84-61,35.202296,128.569419,11144,,,,,,2021-12-31,경상남도 창원시 마산합포구청,055-220-4501,2024-04-05
48127-00001,중앙공원,근린공원,,경상남도 창원시 마산회원구 양덕동 산35-1,35.222056,128.577223,52158,,,,,,1964-08-06,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00002,팔룡공원,근린공원,,경상남도 창원시 마산회원구 양덕동 산8-2,35.231828,128.591943,3555855,,,,,,1964-08-06,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00003,어린이공원3,어린이공원,,경상남도 창원시 마산회원구 석전동 235-1,35.233039,128.577436,815,,,,,,1969-12-23,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00004,어린이공원4,어린이공원,,경상남도 창원시 마산회원구 회원동 52-10,35.218247,128.573881,832.8,,,,,,1969-12-23,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00005,어린이공원5,어린이공원,,경상남도 창원시 마산회원구 회원동 32-1,35.221478,128.572631,817,,,,,,1969-12-23,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00006,어린이공원6,어린이공원,,경상남도 창원시 마산회원구 양덕동 70,35.234102,128.580792,822,,,,,,1970-01-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00007,어린이공원7,어린이공원,경상남도 창원시 마산회원구 양덕북16길 49,경상남도 창원시 마산회원구 양덕동 94-13,35.234982,128.584442,973,,,,,,1970-01-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00008,어린이공원11,어린이공원,,경상남도 창원시 마산회원구 양덕동 24-1,35.235443,128.588401,596,,,,,,1970-01-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00009,어린이공원8,어린이공원,,경상남도 창원시 마산회원구 구암동 279-1,35.253509,128.593728,1290,,,,,,1973-01-31,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00010,어린이공원9,어린이공원,,경상남도 창원시 마산회원구 구암동 1355-1,35.253566,128.599243,1320,,,,,,1973-01-31,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00011,어린이공원10,어린이공원,,경상남도 창원시 마산회원구 구암동 85-10,35.249368,128.598071,1329,,,,,,1973-01-31,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00012,어린이공원12,어린이공원,,경상남도 창원시 마산회원구 합성동 115-12,35.243233,128.583336,992,,,,,,1974-04-16,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00013,어린이공원13,어린이공원,,경상남도 창원시 마산회원구 합성동 167-10,35.241686,128.588593,1310,,,,,,1974-04-16,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00014,어린이공원14,어린이공원,,경상남도 창원시 마산회원구 합성동 88-1,35.239904,128.5810003205,990,,,,,,1974-04-16,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00015,어린이공원15,어린이공원,경상남도 창원시 마산회원구 소계천서길 59,경상남도 창원시 마산회원구 구암동 1336-2,35.257361,128.597285,1480,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00016,어린이공원16,어린이공원,,경상남도 창원시 마산회원구 구암동 267-1,35.254827,128.596874,992,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00017,어린이공원17,어린이공원,,경상남도 창원시 마산회원구 봉암동 450-19,35.222823,128.596882,531,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00018,어린이공원18,어린이공원,,경상남도 창원시 마산회원구 봉암동 458-11,35.2209004307,128.598109,463,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00019,어린이공원19,어린이공원,,경상남도 창원시 마산회원구 석전동 284-1,35.227384,128.568555,969,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00020,어린이공원20,어린이공원,,경상남도 창원시 마산회원구 석전동 272-21,35.231039,128.566801,954,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00021,어린이공원21,어린이공원,경상남도 창원시 마산회원구 북성로 351,경상남도 창원시 마산회원구 회성동 449-7,35.233583,128.559093,995,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00022,어린이공원22,어린이공원,,경상남도 창원시 마산회원구 회성동 444-19,35.233086,128.556988,973,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00023,어린이공원23,어린이공원,,경상남도 창원시 마산회원구 회원동 628-1,35.221572,128.567144,1430,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00024,어린이공원24,어린이공원,,경상남도 창원시 마산회원구 회원동 668-1,35.219571,128.563833,1424,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00025,어린이공원25,어린이공원,,경상남도 창원시 마산회원구 회원동 650,35.216126,128.560009,1648,,,,,,1976-12-09,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00026,어린이공원43,어린이공원,경상남도 창원시 마산회원구 내서읍 중리상곡로 124,경상남도 창원시 마산회원구 내서읍 중리 1037,35.251237,128.511399,1752.2,,,,,,1990-11-05,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00027,어린이공원44,어린이공원,,경상남도 창원시 마산회원구 내서읍 중리 1039,35.249808,128.509247,1635,,,,,,1990-11-05,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00028,어린이공원45,어린이공원,,경상남도 창원시 마산회원구 내서읍 중리 1048-2,35.247165,128.507476,2140.2,,,,,,1990-11-05,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00029,어린이공원46,어린이공원,,경상남도 창원시 마산회원구 내서읍 중리 1057,35.243242,128.503984,1879.8,,,,,,1990-11-05,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00030,어린이공원47,어린이공원,,경상남도 창원시 마산회원구 내서읍 상곡리 191,35.245881,128.498901,3310.7,,,,,,1990-11-05,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00031,어린이공원48,어린이공원,,경상남도 창원시 마산회원구 내서읍 상곡리 190-19,35.244623,128.500579,1583.2,,,,,,1990-11-05,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00032,중리체육공원,체육공원,,경상남도 창원시 마산회원구 내서읍 중리 1124-1,35.244847,128.510194,7329.5,,,,,,1992-06-16,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00033,어린이공원64,어린이공원,,경상남도 창원시 마산회원구 내서읍 삼계리 41,35.227719,128.503191,4950.3,,,,,,1994-12-21,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00034,어린이공원65,어린이공원,,경상남도 창원시 마산회원구 내서읍 삼계리 12,35.233988,128.501188,5289,,,,,,1994-12-21,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00035,어린이공원66,어린이공원,,경상남도 창원시 마산회원구 내서읍 삼계리 1,35.237853,128.502725,5590,,,,,,1994-12-21,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00036,어린이공원75,어린이공원,,경상남도 창원시 마산회원구 내서읍 삼계리 504-5,35.231155,128.495101,2417.3,,,,,,1997-08-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00037,어린이공원76,어린이공원,,경상남도 창원시 마산회원구 내서읍 삼계리 508-2,35.230044,128.498632,1629.3,,,,,,1997-08-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00038,어린이공원77,어린이공원,,경상남도 창원시 마산회원구 내서읍 삼계리 507-9,35.227564,128.496537,2163.1,,,,,,1997-08-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00039,3.15공원,근린공원,,경상남도 창원시 마산회원구 구암동 541,35.252621,128.588086,138420,,,,,,1997-11-08,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00040,석전공원,근린공원,,경상남도 창원시 마산회원구 석전동 152-1,35.229771,128.569371,14010,,,,,,2005-08-01,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00041,어린이공원184,어린이공원,,경상남도 창원시 마산회원구 양덕동 84-7,35.224539,128.581474,12432,,,,,,2006-10-12,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00042,어린이공원185,어린이공원,,경상남도 창원시 마산회원구 양덕동 84-2,35.228822,128.582062,3838.5,,,,,,2006-10-12,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00043,소공원11,소공원,,경상남도 창원시 마산회원구 석전동 298,35.228939,128.569458,665.5,,,,,,2007-06-28,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00044,소공원12,소공원,,경상남도 창원시 마산회원구 석전동 302,35.227921,128.569306,2543.5,,,,,,2007-06-28,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00045,소공원13,소공원,,경상남도 창원시 마산회원구 석전동 306,35.226992,128.570384,1619.7,,,,,,2007-06-28,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00046,소공원14,소공원,,경상남도 창원시 마산회원구 석전동 310,35.226809,128.571674,237.6,,,,,,2007-06-28,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00047,어린이공원197,어린이공원,,경상남도 창원시 마산회원구 회원동 321,35.222907,128.5699895688,1511.3,,,,,,2007-12-20,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00048,소공원17,소공원,,경상남도 창원시 마산회원구 회원동 597-8,35.217431,128.564744,3031.6,,,,,,2007-12-20,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00049,소공원19,소공원,경상남도 창원시 마산회원구 회원남로 62-1,경상남도 창원시 마산회원구 회원동 477-10,35.218574,128.567946,2789,,,,,,2007-12-20,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00050,소공원20,소공원,,경상남도 창원시 마산회원구 회원동 214-19,35.22310426,128.5703963,1998.7,,,,,,2007-12-20,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00051,소공원29,소공원,,경상남도 창원시 마산회원구 내서읍 신감리 831,35.196943,128.510048,348,,,,,,2009-10-08,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00052,양덕삼각지공원,근린공원,,경상남도 창원시 마산회원구 양덕동 412-8,35.220507,128.588623,18640,,,,,,2010-01-21,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00053,어린이공원210,어린이공원,,경상남도 창원시 마산회원구 합성동 358-1,35.2461402006,128.588855,4855.8,,,,,,2010-04-08,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00054,어린이공원211,어린이공원,,경상남도 창원시 마산회원구 석전동 240-3,35.233073,128.574668,1535.5,,,,,,2010-06-01,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00055,원계공원,근린공원,,경상남도 창원시 마산회원구 내서읍 원계리 400-1,35.237496,128.505825,7406.2,,,,,,2011-11-24,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00056,소공원48,소공원,,경상남도 창원시 마산회원구 내서읍 용담리 산67-3,35.269523,128.499309,1250.1,,,,,,2013-01-17,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00057,소공원57,소공원,,경상남도 창원시 마산회원구 내서읍 중리 836,35.257882,128.507091,4130,,,,,,2013-11-29,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00058,소공원58,소공원,,경상남도 창원시 마산회원구 내서읍 중리 837,35.257122,128.506614,4340,,,,,,2013-11-29,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00059,소공원83,소공원,,경상남도 창원시 마산회원구 내서읍 용담리 491,35.270334,128.500297,1100,,,,,,2016-06-02,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00060,소공원84,소공원,,경상남도 창원시 마산회원구 내서읍 용담리 214-4,35.264937,128.505553,996,,,,,,2016-06-02,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00061,근린공원93,근린공원,,경상남도 창원시 마산회원구 내서읍 평성리 55,35.259229,128.540392,13997,,,,,,2019-12-31,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00062,소공원110,소공원,,경상남도 창원시 마산회원구 내서읍 안성리 694,35.2598201858,128.545472,4841,,,,,,2019-12-31,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00063,체육공원8,체육공원,,경상남도 창원시 마산회원구 내서읍 평성리 553-3,35.263377,128.531267,16610,,,,,,2019-12-31,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00064,어린이공원239,어린이공원,,경상남도 창원시 마산회원구 회원동 499-7,35.218377,128.567229,2431,,,,,,2021-05-14,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00065,근린공원96,근린공원,,경상남도 창원시 마산회원구 두척동 260-1,35.235373,128.550391,12401,,,,,,2021-12-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00066,근린공원97,근린공원,,경상남도 창원시 마산회원구 회성동 125,35.231837,128.556566,17585,,,,,,2021-12-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00067,근린공원98,근린공원,,경상남도 창원시 마산회원구 석전동 130-1,35.228152,128.565461,31425,,,,,,2021-12-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00068,어린이공원242,어린이공원,,경상남도 창원시 마산회원구 회성동 391,35.234519,128.552619,8092,,,,,,2021-12-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00069,어린이공원243,어린이공원,,경상남도 창원시 마산회원구 회성동 487,35.2307498598,128.561585,6905,,,,,,2021-12-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00070,어린이공원244,어린이공원,,경상남도 창원시 마산회원구 석전동 194-3,35.229464,128.564961,2325,,,,,,2021-12-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00071,소공원125,소공원,,경상남도 창원시 마산회원구 두척동 453-2,35.238042,128.541302,8249,,,,,,2021-12-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48127-00072,체육공원9,체육공원,,경상남도 창원시 마산회원구 두척동 918-1,35.237167,128.537859,34765,,,,,,2021-12-30,경상남도 창원시 마산회원구청,055-230-4501,2024-04-05
48129-00001,풍호공원,근린공원,,경상남도 창원시 진해구 풍호동 23,35.1353801160,128.713222,857988,,,,,,1967-04-20,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00002,제황산공원,근린공원,,경상남도 창원시 진해구 제황산동 28-5,35.147604,128.664374,162141,,,,,,1969-08-11,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00003,장복산공원,근린공원,,경상남도 창원시 진해구 태백동 산84-17,35.172094,128.657111,532056,,,,,,1973-12-31,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00004,웅천묘지 공원,묘지공원,,경상남도 창원시 진해구 서중동 산51-1,35.107853,128.729263,755975,,,,,,1979-07-18,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00005,어린이공원37,어린이공원,,경상남도 창원시 진해구 이동 622-9,35.149819,128.692328,1744,,,,,,1986-12-05,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00006,어린이공원38,어린이공원,경상남도 창원시 진해구 충장로442번길 22-10,경상남도 창원시 진해구 이동 614-5,35.150135,128.6953003219,1800,,,,,,1986-12-05,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00007,어린이공원40,어린이공원,,경상남도 창원시 진해구 풍호동 802,35.136976,128.707561,1500.9,,,,,,1988-08-10,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00008,어린이공원41,어린이공원,,경상남도 창원시 진해구 풍호동 76-2,35.136351,128.712073,1645.5,,,,,,1988-08-10,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00009,어린이공원42,어린이공원,,경상남도 창원시 진해구 석동 90-4,35.151118,128.704008,1950,,,,,,1990-02-07,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00010,자은공원,근린공원,경상남도 창원시 진해구 동진로61번길 31,경상남도 창원시 진해구 석동 182,35.153001,128.7051399202,13411.6,,,,,,1990-12-28,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00011,어린이공원49,어린이공원,,경상남도 창원시 진해구 석동 216,35.155899,128.701481,1684.1,,,,,,1990-12-28,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00012,어린이공원50,어린이공원,,경상남도 창원시 진해구 석동 86,35.152908,128.700967,1613.4,,,,,,1990-12-28,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00013,어린이공원51,어린이공원,,경상남도 창원시 진해구 자은동 903-2,35.149847,128.705992,1530.4,,,,,,1990-12-28,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00014,어린이공원52,어린이공원,,경상남도 창원시 진해구 자은동 977-2,35.153336,128.7091099287,2226.9,,,,,,1990-12-28,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00015,어린이공원53,어린이공원,,경상남도 창원시 진해구 석동 113-3,35.150681,128.705773,1502.6,,,,,,1990-12-28,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00016,안정공원,근린공원,경상남도 창원시 진해구 청안로 265,경상남도 창원시 진해구 안골동 372,35.098404,128.802929,20010.3,,,,,,1992-03-26,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00017,청안공원,근린공원,,경상남도 창원시 진해구 용원동 1207-1,35.103441,128.806724,10002.5,,,,,,1992-03-26,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00018,용재공원,근린공원,경상남도 창원시 진해구 용원로77번길 19,경상남도 창원시 진해구 용원동 1226,35.100711,128.817622,14792.7,,,,,,1992-03-26,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00019,어린이공원54,어린이공원,,경상남도 창원시 진해구 안골동 359-1,35.0997800352,128.804779,1859.2,,,,,,1992-03-26,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00020,어린이공원55,어린이공원,,경상남도 창원시 진해구 용원동 1174-7,35.104161,128.815443,1588.8,,,,,,1992-03-26,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00021,어린이공원56,어린이공원,,경상남도 창원시 진해구 용원동 1260-8,35.098042,128.815558,1565.5,,,,,,1992-03-26,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00022,어린이공원57,어린이공원,,경상남도 창원시 진해구 용원동 1235-6,35.099189,128.819806,1618,,,,,,1992-03-26,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00023,남양공원,근린공원,경상남도 창원시 진해구 남영로474번길 24,경상남도 창원시 진해구 남양동 208-1,35.113257,128.782924,11904,,,,,,1992-09-30,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00024,어린이공원78,어린이공원,,경상남도 창원시 진해구 경화동 1285-1,35.161838,128.682783,1600,,,,,,1997-10-28,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00025,어린이공원79,어린이공원,,경상남도 창원시 진해구 자은동 834-7,35.147198,128.710158,1533.2,,,,,,1997-12-24,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00026,청안2공원,근린공원,,경상남도 창원시 진해구 청안동 478,35.103285,128.802704,63064.9,,,,,,1999-05-29,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00027,어린이공원87,어린이공원,,경상남도 창원시 진해구 남양동 378-2,35.122334,128.784806,4830,,,,,,1999-11-25,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00028,어린이공원88,어린이공원,,경상남도 창원시 진해구 제덕동 866-3,35.101788,128.741936,1872.9,,,,,,1999-12-15,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00029,어린이공원89,어린이공원,,경상남도 창원시 진해구 제덕동 875-7,35.100714,128.743476,1904.3,,,,,,1999-12-15,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00030,소공원2,소공원,,경상남도 창원시 진해구 석동 551-2,35.160023,128.694671,747,,,,,,1999-12-15,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00031,석동2공원,근린공원,경상남도 창원시 진해구 석동로 66,경상남도 창원시 진해구 석동 657,35.155208,128.706573,10046.6,,,,,,2000-11-04,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00032,석동2지구제1공원,어린이공원,,경상남도 창원시 진해구 석동 647-1,35.157126,128.704628,1500,,,,,,2000-11-04,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00033,어린이공원141,어린이공원,경상남도 창원시 진해구 냉천로129번길 17,경상남도 창원시 진해구 석동 661,35.155642,128.709718,1649.6,,,,,,2000-11-04,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00034,어린이공원149,어린이공원,,경상남도 창원시 진해구 자은동 760-2,35.142667,128.708524,1557.8,,,,,,2003-05-30,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00035,어린이공원167,어린이공원,,경상남도 창원시 진해구 장천동 119-33,35.126888,128.707643,2430,,,,,,2005-06-27,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00036,어린이공원170,어린이공원,,경상남도 창원시 진해구 석동 671,35.158282,128.695187,2899.7,,,,,,2005-11-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00037,근린공원57,근린공원,,경상남도 창원시 진해구 자은동 132,35.154871,128.719496,64137,,,,,,2005-12-29,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00038,어린이공원175,어린이공원,,경상남도 창원시 진해구 자은동 107,35.1566599825,128.715011,2262.4,,,,,,2005-12-29,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00039,소공원8,소공원,,경상남도 창원시 진해구 죽곡동 233-1,35.112568,128.725081,2595.9,,,,,,2006-04-06,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00040,근린공원59,근린공원,,경상남도 창원시 진해구 용원동 1336-9,35.089421,128.809466,13342.5,,,,,,2006-08-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00041,근린공원60,근린공원,경상남도 창원시 진해구 신항2로 80,경상남도 창원시 진해구 용원동 1347-3,35.092006,128.821485,11594.4,,,,,,2006-08-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00042,근린공원61,근린공원,경상남도 창원시 진해구 신항3로 11,경상남도 창원시 진해구 용원동 1353-5,35.087334,128.822643,22939.7,,,,,,2006-08-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00043,어린이공원179,어린이공원,,경상남도 창원시 진해구 용원동 1336-2,35.089228,128.800795,6544.7,,,,,,2006-08-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00044,어린이공원180,어린이공원,,경상남도 창원시 진해구 용원동 1337-4,35.086838,128.805166,5622.4,,,,,,2006-08-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
